wrkstat,evwork,occ,prestige,wrkslf,industry,found,OCC10,occindv,occstatus,occtag,PRESTG10,PRESTG105PLUS,INDUS10,indstatus,indtag,marital,agewed,divorce,spwrksta,spevwork,spocc,sppres,spwrkslf,spind,SPOCC10,spoccindv,spoccstatus,spocctag,SPPRES10,SPPRES105PLUS,SPIND10,spindstatus,spindtag,PAOCC16,PAPRES16,pawrkslf,PAIND16,PAOCC10,paoccindv,paoccstatus,paocctag,PAPRES10,PAPRES105PLUS,PAIND10,paindstatus,paindtag,maoccstatus,maocctag,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,RES16,REG16,MOBILE16,FAMILY16,INCOM16,hompop,babies,preteen,teens,adults,unrelat,earnrs,INCOME72,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,VOTE68,PRES68,IF68WHO,spkath,colath,libath,spksoc,colsoc,libsoc,spkcom,colcom,libcom,CAPPUN2,gunlaw,courts,relig,denom,other,fund,attend,racmar,racdin,racpush,racseg,raclive,racclos,racdis,racinteg,racobjct,racschol,racfew,rachaf,racmost,busing,racpres,racjob,happy,health,helpful,fair,trust,satjob,class,satfin,finalter,finrela,wksub,wksubs,wksup,wksups,fework,fepres,abdefect,abnomore,abhlth,abpoor,abrape,absingle,chldidel,chldmore,chldnum,chldsoon,premarsx,news,COOP2,comprend,povline,incdef,realinc,coninc,ethnic,ethnum,workdy,workhr,spdays,sphour,ISCO68,PAISCO68,SPISCO68,ISCO88,PAISCO88,SPISCO88,ISCO08,PAISCO08,SPISCO08,SEI10,SEI10EDUC,SEI10INC,PASEI10,PASEI10EDUC,PASEI10INC,SPSEI10,SPSEI10EDUC,SPSEI10INC,cohort,marcohrt,wtssall
keeping house,no,e,e,,e,not found,e,,"not found, iap","not found, assigned",e,e,e,"not found, iap","not found, assigned",married,c,no,working fulltime,,c,c,someone else,c,d,,"not found, no code assigned","not found, not assigned",e,e,"pulp, paper, and paperboard mills","not found, coded","not found, assigned",c,c,someone else,c,b,,"not found, coded","not found, assigned",c,c,d,"not found, no code assigned","not found, not assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",c,c,c,c,e,e,a,lt high school,,,lt high school,female,white,farm,w. sou. central,same city,mother & father,average,3,0,0,c,c,c,c,$6000 to $7999,w. sou. central,"city,10-49999",other urban,15,e,e,e,e,e,e,d,c,c,c,c,c,c,c,c,c,c,c,not str democrat,did not vote,,wallace,not allowed,allowed,,allowed,allowed,not remove,not allowed,,remove,"no,dont favor",favor,not harsh enough,protestant,baptist-dk which,,fundamentalist,every week,yes,strongly object,agree strongly,agree strongly,no,,,,"yes,would not like",separate schools,"yes, object",,,oppose,yes,as good a chance,pretty happy,fair,depends,take advantage,can't be too careful,,middle class,more or less,stayed same,average,yes,yes,no,,disapprove,yes,yes,no,no,no,no,no,c,no,e,e,always wrong,everyday,cooperative,fair,not poor,"1,000 to 4,999",c,c,france,chooses 1 of 2+,,,no schedule,varies,e,c,d,e,b,d,,agricultural and forestry production managers,uncodeable,e,e,e,c,c,c,e,e,e,c,c,c
keeping house,yes,c,c,someone else,c,not found,c,,"not found, coded","not found, assigned",b,b,b,"not found, coded","not found, assigned",separated,c,,,,e,e,,e,e,,"not found, iap","not found, assigned",e,e,,"not found, iap","not found, assigned",c,c,someone else,c,c,,"not found, coded","not found, assigned",c,c,c,"not found, coded","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",c,c,b,c,c,c,e,lt high school,lt high school,lt high school,,female,white,town lt 50000,e. nor. central,different state,mother & father,average,3,2,0,c,b,c,c,$2000 to $3999,w. sou. central,"city,10-49999",other urban,15,c,c,c,c,b,c,e,e,e,e,e,e,b,b,c,c,d,c,independent,not eligible,,humphrey,allowed,,,allowed,allowed,not remove,allowed,not fired,not remove,"yes,favor",favor,about right,protestant,other,churches of god(except with christ and holiness),fundamentalist,more thn once wk,no,not object,agree strongly,agree strongly,no,,,,no difference,same schools,no,no,"yes, object",oppose,yes,as good a chance,pretty happy,good,lookout for self,take advantage,can't be too careful,,lower class,not at all sat,worse,below average,,,,,disapprove,yes,yes,no,no,no,no,no,c,uncertain,e,e,sometimes wrong,less than once wk,cooperative,fair,borderline,-999 to 999,c,b,france,chooses 1 of 2+,,,,,c,c,e,c,c,e,cashiers and ticket clerks,manufacturing supervisors,,c,c,b,c,c,c,e,e,e,d,d,b
working fulltime,,c,c,someone else,c,not found,c,,"not found, coded","not found, assigned",c,c,d,"not found, no code assigned","not found, not assigned",married,b,no,working fulltime,,c,c,someone else,c,c,,"not found, coded","not found, assigned",c,c,newspaper publishers,"not found, coded","not found, assigned",e,e,,d,e,,"not found, no answer","not found, assigned",e,e,e,"not found, no answer","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",c,c,c,c,e,e,c,lt high school,,,lt high school,female,white,town lt 50000,w. sou. central,same city,m and f relatives,average,5,0,1,e,c,c,c,$8000 to $9999,w. sou. central,"city,10-49999",other urban,15,c,b,c,c,c,c,d,c,b,c,c,c,e,e,e,e,e,e,not str republican,did not vote,,wallace,allowed,allowed,not remove,allowed,allowed,not remove,allowed,not fired,not remove,"no,dont favor",,about right,protestant,baptist-dk which,,fundamentalist,once a year,yes,strongly object,agree strongly,agree strongly,no,,,,"yes,would not like",separate schools,no,,"yes, object",oppose,yes,as good a chance,pretty happy,poor,helpful,fair,can trust,a little dissat,working class,not at all sat,stayed same,average,yes,yes,no,,disapprove,yes,no,no,no,no,no,no,c,no,e,e,always wrong,everyday,cooperative,good,not poor,"1,000 to 4,999",c,c,ireland,chooses 1 of 2+,"mon to fri,sat",reg day,"mon to fri,sat",reg day,c,e,d,c,e,c,manufacturing supervisors,,printers,c,c,d,e,e,e,c,c,c,c,c,c
keeping house,yes,c,c,someone else,c,not found,c,,"not found, coded","not found, assigned",c,b,c,"not found, coded","not found, assigned",married,c,yes,retired,yes,c,c,someone else,c,d,,"not found, no code assigned","not found, not assigned",e,e,"pulp, paper, and paperboard mills","not found, coded","not found, assigned",c,c,someone else,c,c,,"not found, coded","not found, assigned",b,b,c,"not found, coded","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",b,c,c,c,e,e,a,high school,,,lt high school,female,white,town lt 50000,w. sou. central,same city,mother & father,average,2,0,0,c,c,c,c,$8000 to $9999,w. sou. central,"city,10-49999",other urban,15,c,c,c,c,c,c,c,c,c,c,b,c,d,c,c,b,b,c,not str democrat,did not vote,,wallace,not allowed,not allowed,remove,allowed,allowed,,not allowed,fired,remove,"no,dont favor",oppose,not harsh enough,protestant,no denomination,,moderate,nrly every week,yes,not object,agree strongly,agree strongly,no,,,,no difference,separate schools,no,no,no,oppose,,as good a chance,very happy,fair,lookout for self,take advantage,can't be too careful,,middle class,not at all sat,stayed same,below average,,,,,disapprove,yes,no,no,yes,no,no,no,c,no,e,e,always wrong,everyday,friendly and eager,good,not poor,"5,000 to 9,999",c,c,,cannot choose 1,,,,,c,c,c,c,c,d,shop sales assistants,mineral and stone processing plant operators,uncodeable,c,c,c,c,c,c,e,e,e,c,c,c
working fulltime,,c,c,someone else,b,not found,c,,"not found, coded","not found, assigned",c,c,b,"not found, coded","not found, assigned",married,c,no,keeping house,no,e,e,,e,e,,"not found, iap","not found, assigned",e,e,,"not found, iap","not found, assigned",b,c,self-employed,c,d,,"not found, no code assigned","not found, not assigned",e,e,b,"not found, coded","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",c,c,b,c,e,e,c,lt high school,,,,male,white,town lt 50000,w. sou. central,same city,mother & father,average,3,1,0,c,c,c,c,$6000 to $7999,w. sou. central,"city,10-49999",other urban,15,c,c,b,c,d,c,e,e,e,e,e,e,c,c,d,c,c,c,not str republican,not eligible,,nixon,not allowed,not allowed,remove,allowed,allowed,not remove,not allowed,fired,remove,"no,dont favor",favor,about right,protestant,other,pentecostal,fundamentalist,once a month,yes,strongly object,agree strongly,agree strongly,no,,,,"yes,would not like",separate schools,"yes, object",,,oppose,no,whites first,very happy,fair,helpful,depends,can trust,mod. satisfied,working class,satisfied,stayed same,average,yes,yes,no,,disapprove,yes,no,no,yes,no,no,no,c,yes,c,c,sometimes wrong,few times a week,cooperative,good,not poor,"1,000 to 4,999",c,c,germany,chooses 1 of 2+,mon to fri,reg day,,,d,b,e,c,d,e,roofers,uncodeable,,c,b,c,e,e,e,e,e,e,d,d,c
retired,yes,c,c,someone else,c,not found,c,,"not found, coded","not found, assigned",c,c,c,"not found, coded","not found, assigned",married,d,yes,keeping house,yes,d,c,someone else,c,c,,"not found, coded","not found, assigned",c,c,hospitals,"not found, coded","not found, assigned",c,c,someone else,c,b,,"not found, coded","not found, assigned",c,c,d,"not found, no code assigned","not found, not assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",c,b,d,c,e,e,c,lt high school,,,lt high school,male,white,farm,w. nor. central,different state,mother & father,below average,2,0,0,c,c,c,b,$2000 to $3999,w. sou. central,"city,10-49999",other urban,15,b,b,c,c,d,c,d,c,c,c,c,c,c,c,c,c,c,c,not str democrat,voted,nixon,,not allowed,not allowed,remove,not allowed,not allowed,,not allowed,fired,remove,"no,dont favor",oppose,about right,catholic,,,moderate,nrly every week,yes,mildly object,agree strongly,agree strongly,no,,,,"yes,would not like",separate schools,"yes, object",,,oppose,no,as good a chance,pretty happy,fair,depends,take advantage,can't be too careful,,middle class,more or less,stayed same,below average,,,,,approve,,no,no,yes,no,no,no,e,inappropriate,e,e,always wrong,everyday,cooperative,fair,borderline,-999 to 999,c,b,poland,names 1,,,,,c,c,b,c,b,c,manufacturing supervisors,agricultural and forestry production managers,health care assistants,c,c,d,c,c,c,c,c,b,b,c,c
retired,yes,c,c,self-employed,c,not found,d,,"not found, no code assigned","not found, not assigned",e,e,b,"not found, coded","not found, assigned",married,c,yes,retired,yes,c,c,someone else,c,d,,"not found, no code assigned","not found, not assigned",e,e,clothing stores,"not found, coded","not found, assigned",c,c,self-employed,c,b,,"not found, coded","not found, assigned",c,c,d,"not found, no code assigned","not found, not assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",c,c,d,c,b,b,c,lt high school,lt high school,lt high school,lt high school,male,white,farm,w. sou. central,different state,mother & father,average,2,0,0,c,c,c,b,$2000 to $3999,w. sou. central,"city,10-49999",other urban,15,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,not str democrat,voted,nixon,,not allowed,not allowed,remove,not allowed,not allowed,remove,not allowed,fired,remove,"yes,favor",oppose,about right,protestant,other,churches of god(except with christ and holiness),fundamentalist,every week,yes,strongly object,agree strongly,agree strongly,no,,,,"yes,would not like",separate schools,"yes, object",,,oppose,no,as good a chance,very happy,poor,lookout for self,fair,can't be too careful,,middle class,not at all sat,stayed same,below average,,,,,approve,no,no,no,no,no,no,no,c,inappropriate,e,e,always wrong,everyday,friendly and eager,good,borderline,-999 to 999,c,b,ireland,chooses 1 of 2+,,,,,b,c,c,d,b,d,uncodeable,agricultural and forestry production managers,uncodeable,e,e,e,c,c,c,e,e,e,b,b,c
working parttime,,c,c,someone else,b,not found,c,,"not found, coded","not found, assigned",c,c,b,"not found, coded","not found, assigned",married,c,no,working fulltime,,c,c,someone else,d,c,,"not found, coded","not found, assigned",c,c,individual and family services,"not found, coded","not found, assigned",c,b,someone else,c,c,,"not found, coded","not found, assigned",b,b,c,"not found, coded","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",c,c,c,c,c,c,c,high school,lt high school,lt high school,high school,male,white,"country,nonfarm",w. nor. central,"same st,dif city",mother & father,average,4,0,1,c,c,c,c,$17500 to $19999,w. nor. central,city gt 250000,12 lrgst smsa's,622,c,c,b,c,d,c,c,c,c,c,c,c,d,c,c,b,c,b,"ind,near rep",voted,wallace,,allowed,allowed,not remove,allowed,allowed,not remove,not allowed,fired,remove,"yes,favor",oppose,not harsh enough,none,,,liberal,never,no,strongly object,agree slightly,disagree slightly,yes,no,1-3 blks away,stay integrated,no difference,same schools,no,no,no,oppose,yes,as good a chance,pretty happy,fair,lookout for self,fair,can trust,mod. satisfied,middle class,satisfied,better,average,yes,yes,no,,approve,yes,yes,yes,yes,yes,yes,no,c,no,e,e,not wrong at all,everyday,friendly and eager,good,not poor,"10,000 to 20,000",d,d,germany,names 1,,,mon to fri,reg day,d,d,c,c,c,c,sheet-metal workers,forestry labourers,administrative and executive secretaries,c,c,c,b,b,c,c,c,c,c,c,c
working fulltime,,c,c,someone else,b,not found,d,,"not found, no code assigned","not found, not assigned",e,e,c,"not found, coded","not found, assigned",married,b,no,working fulltime,,c,c,someone else,b,d,,"not found, no code assigned","not found, not assigned",e,e,construction,"not found, coded","not found, assigned",b,c,self-employed,c,b,,"not found, coded","not found, assigned",c,c,c,"not found, coded","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",d,c,c,c,b,c,c,lt high school,lt high school,lt high school,lt high school,female,white,city gt 250000,w. nor. central,same city,mother & father,average,3,0,0,c,c,c,c,$12500 to $14999,w. nor. central,city gt 250000,12 lrgst smsa's,622,d,c,c,b,b,c,c,c,c,c,c,c,c,b,d,d,c,c,not str democrat,did not vote,,nixon,allowed,not allowed,not remove,allowed,allowed,not remove,allowed,fired,not remove,"no,dont favor",favor,not harsh enough,protestant,lutheran-dk which,,moderate,every week,no,not object,disagree slightly,disagree strongly,,,,,no difference,same schools,no,no,"yes, object",oppose,yes,as good a chance,very happy,good,helpful,fair,can trust,very satisfied,working class,more or less,better,average,yes,yes,no,,approve,yes,yes,no,no,no,no,no,c,no,e,e,always wrong,everyday,friendly and eager,good,not poor,"10,000 to 20,000",c,c,,cannot name any,mon to fri,reg day,wkend plus,eve,d,c,c,d,c,d,uncodeable,buyers,uncodeable,e,e,e,c,c,c,e,e,e,c,c,c
working fulltime,,c,c,someone else,d,not found,c,,"not found, coded","not found, assigned",c,c,d,"not found, coded","not found, assigned",married,e,no,working fulltime,,c,c,someone else,b,c,,"not found, coded","not found, assigned",c,c,not specified metal industries,"not found, coded","not found, assigned",c,c,self-employed,c,b,,"not found, coded","not found, assigned",c,c,d,"not found, no code assigned","not found, not assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",d,c,c,c,c,c,c,lt high school,lt high school,lt high school,high school,female,white,farm,w. sou. central,different state,mother & father,below average,2,0,0,c,c,c,c,$10000 to $12499,w. nor. central,city gt 250000,12 lrgst smsa's,622,c,c,c,c,c,c,c,c,b,c,c,c,c,c,c,c,c,c,strong republican,voted,nixon,,allowed,not allowed,not remove,allowed,not allowed,not remove,allowed,fired,not remove,"yes,favor",favor,not harsh enough,protestant,lutheran-dk which,,moderate,every week,no,not object,disagree strongly,disagree strongly,,,,,no difference,same schools,no,no,no,oppose,yes,as good a chance,pretty happy,good,lookout for self,fair,can trust,mod. satisfied,working class,satisfied,better,below average,yes,no,no,,approve,yes,no,no,no,no,no,no,c,inappropriate,e,e,always wrong,everyday,cooperative,good,not poor,"5,000 to 9,999",c,c,germany,names 1,mon to fri,reg day,mon to fri,reg day,c,c,c,c,b,c,general office clerks,agricultural and forestry production managers,information and communications technology operations technicians,c,c,c,c,c,c,c,c,c,c,c,c
keeping house,yes,c,c,someone else,d,not found,c,,"not found, coded","not found, assigned",b,b,d,"not found, coded","not found, assigned",married,e,no,working fulltime,,b,c,someone else,d,b,,"not found, coded","not found, assigned",d,d,"justice, public order, and safety activities","not found, coded","not found, assigned",b,c,self-employed,c,d,,"not found, no code assigned","not found, not assigned",e,e,d,"not found, no code assigned","not found, not assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",b,b,d,c,b,b,c,high school,lt high school,lt high school,high school,female,white,city gt 250000,w. nor. central,same city,mother & father,average,2,0,0,c,c,c,c,$15000 to $17499,w. nor. central,city gt 250000,12 lrgst smsa's,622,c,c,c,c,c,c,b,a,c,d,d,d,c,c,d,c,c,c,strong democrat,voted,humphrey,,allowed,allowed,not remove,allowed,allowed,not remove,allowed,not fired,not remove,"yes,favor",favor,not harsh enough,catholic,,,moderate,every week,no,not object,agree slightly,disagree strongly,no,,,,no difference,same schools,no,no,no,oppose,yes,as good a chance,pretty happy,excellent,lookout for self,fair,can trust,,middle class,satisfied,better,above average,yes,yes,no,,approve,yes,yes,no,yes,yes,yes,no,c,inappropriate,e,e,sometimes wrong,everyday,friendly and eager,good,not poor,"10,000 to 20,000",c,c,germany,chooses 1 of 2+,,,mon to fri,reg day,c,b,b,c,d,b,clerical support workers not elsewhere classified,uncodeable,social work and counselling professionals,c,c,c,e,e,e,d,d,c,b,c,c
keeping house,yes,c,b,someone else,c,not found,d,,"not found, coded","not found, assigned",b,b,b,"not found, coded","not found, assigned",married,c,no,retired,yes,c,c,someone else,c,c,,"not found, coded","not found, assigned",b,b,animal slaughtering and processing,"not found, coded","not found, assigned",e,e,,e,e,,"not found, iap","not found, assigned",e,e,e,"not found, iap","not found, assigned","not found, iap","not found, assigned","not found, iap","not found, assigned",c,c,d,c,e,c,b,lt high school,,lt high school,lt high school,female,white,town lt 50000,foreign,different state,mother,average,2,0,0,c,c,c,b,$2000 to $3999,w. nor. central,city gt 250000,12 lrgst smsa's,622,d,c,c,b,b,b,c,c,c,b,c,c,e,e,e,e,e,e,not str republican,voted,nixon,,not allowed,not allowed,remove,allowed,allowed,remove,not allowed,not fired,remove,"yes,favor",favor,not harsh enough,catholic,,,moderate,every week,yes,not object,disagree slightly,disagree slightly,no,,,,no difference,same schools,no,no,no,oppose,yes,as good a chance,pretty happy,fair,lookout for self,take advantage,can't be too careful,,middle class,satisfied,stayed same,average,,,,,disapprove,no,yes,yes,yes,yes,yes,yes,c,inappropriate,e,e,sometimes wrong,everyday,friendly and eager,fair,borderline,-999 to 999,c,b,austria,names 1,,,,,d,e,c,d,e,c,hand packers,,"butchers, fishmongers and related food preparers",b,b,b,e,e,e,b,b,c,b,b,c
